time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,18,12,23,6
2026-06-02 00:00:00+00:00,34,19,2,2
2026-06-03 00:00:00+00:00,13,12,0,0
2026-06-04 00:00:00+00:00,27,16,9,9
2026-06-05 00:00:00+00:00,28,13,5,3
2026-06-06 00:00:00+00:00,29,18,3,2
2026-06-07 00:00:00+00:00,28,15,1,1
2026-06-08 00:00:00+00:00,30,18,2,2
2026-06-09 00:00:00+00:00,15,13,1,1
2026-06-10 00:00:00+00:00,27,17,4,4
2026-06-11 00:00:00+00:00,33,16,33,5
2026-06-12 00:00:00+00:00,28,17,3,3
2026-06-13 00:00:00+00:00,35,16,13,6
2026-06-14 00:00:00+00:00,40,19,6,3
