referrer,views_total,views_unique
tailawesome.com,18,1
github.com,17,14
Google,12,10
link.zhihu.com,5,2
wangchucheng.com,5,1
gohugothemes.com,2,2
her-cat.com,1,1
htmlrev.com,1,1
naeder.by,1,1
template0.com,1,1
