time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-13 00:00:00+00:00,17,11,14,12
2026-01-14 00:00:00+00:00,21,15,16,9
2026-01-15 00:00:00+00:00,38,29,15,9
2026-01-16 00:00:00+00:00,19,11,8,6
2026-01-17 00:00:00+00:00,22,13,7,7
2026-01-18 00:00:00+00:00,24,16,3,3
2026-01-19 00:00:00+00:00,21,13,1062,1051
2026-01-20 00:00:00+00:00,23,14,1292,1275
2026-01-21 00:00:00+00:00,10,9,91,7
2026-01-22 00:00:00+00:00,23,15,8,8
2026-01-23 00:00:00+00:00,22,12,5,4
2026-01-24 00:00:00+00:00,15,10,6,6
2026-01-25 00:00:00+00:00,20,15,46,11
2026-01-26 00:00:00+00:00,29,20,10,6
