time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,22,12,2,1
2026-08-03 00:00:00+00:00,2,2,25,1
2026-08-04 00:00:00+00:00,4,4,7,7
2026-08-05 00:00:00+00:00,6,6,18,5
2026-08-06 00:00:00+00:00,5,5,7,5
2026-08-07 00:00:00+00:00,10,6,37,11
2026-08-08 00:00:00+00:00,18,8,13,9
2026-08-09 00:00:00+00:00,3,3,9,8
2026-08-10 00:00:00+00:00,10,5,7,7
2026-08-11 00:00:00+00:00,14,14,7,7
2026-08-12 00:00:00+00:00,19,8,3,3
2026-08-13 00:00:00+00:00,3,3,48,15
2026-08-14 00:00:00+00:00,22,10,10,7
2026-08-15 00:00:00+00:00,3,3,5,4
