time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,11,10,7,3
2025-08-09 00:00:00+00:00,11,7,3,3
2025-08-10 00:00:00+00:00,18,12,5,4
2025-08-11 00:00:00+00:00,26,13,67,5
2025-08-12 00:00:00+00:00,24,10,9,8
2025-08-13 00:00:00+00:00,16,10,10,8
2025-08-14 00:00:00+00:00,13,7,5,5
2025-08-15 00:00:00+00:00,20,11,6,6
2025-08-16 00:00:00+00:00,9,9,7,6
2025-08-17 00:00:00+00:00,17,11,5,1
2025-08-18 00:00:00+00:00,25,17,17,8
2025-08-19 00:00:00+00:00,23,17,4,3
2025-08-20 00:00:00+00:00,19,13,1,1
2025-08-21 00:00:00+00:00,23,10,5,4
