referrer,views_total,views_unique
github.com,52,25
tailawesome.com,44,8
Google,18,12
wangchucheng.com,16,6
chatgpt.com,10,8
link.zhihu.com,7,6
hugo-eureka.netlify.app,7,1
gohugothemes.com,3,2
DuckDuckGo,3,1
yigf.tw,3,1
