time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,7,7,562,499
2025-11-25 00:00:00+00:00,9,9,5,5
2025-11-26 00:00:00+00:00,10,10,4,4
2025-11-27 00:00:00+00:00,14,12,8,7
2025-11-28 00:00:00+00:00,18,18,26,5
2025-11-29 00:00:00+00:00,12,11,3,3
2025-11-30 00:00:00+00:00,21,19,3,2
2025-12-01 00:00:00+00:00,63,25,13,7
2025-12-02 00:00:00+00:00,65,35,6,6
2025-12-03 00:00:00+00:00,135,51,12,5
2025-12-04 00:00:00+00:00,20,14,5,5
2025-12-05 00:00:00+00:00,16,16,16,8
2025-12-06 00:00:00+00:00,14,10,4,4
2025-12-07 00:00:00+00:00,17,13,4,4
