referrer,views_total,views_unique
github.com,31,12
Google,19,11
naeder.by,18,1
tailawesome.com,8,2
wangchucheng.com,7,1
DuckDuckGo,1,1
her-cat.com,1,1
htmlrev.com,1,1
kagi.com,1,1
link.zhihu.com,1,1
