referrer,views_total,views_unique
github.com,68,28
Google,64,15
tailawesome.com,12,7
wangchucheng.com,12,4
template0.com,7,3
link.zhihu.com,6,4
chatgpt.com,4,4
naeder.by,3,3
statichunt.com,2,1
omervk.com,1,1
