referrer,views_total,views_unique
github.com,34,29
Google,22,18
link.zhihu.com,18,14
wangchucheng.com,18,2
chatgpt.com,7,5
template0.com,3,3
jinjie.li,3,2
cn.bing.com,2,2
DuckDuckGo,2,2
tailawesome.com,2,2
