time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,9,9,4.0,4.0
2025-12-08 00:00:00+00:00,11,11,45.0,8.0
2025-12-09 00:00:00+00:00,23,18,8.0,8.0
2025-12-10 00:00:00+00:00,21,15,11.0,10.0
2025-12-11 00:00:00+00:00,8,8,6.0,5.0
2025-12-12 00:00:00+00:00,14,10,4.0,3.0
2025-12-13 00:00:00+00:00,17,13,6.0,5.0
2025-12-14 00:00:00+00:00,19,12,7.0,6.0
2025-12-15 00:00:00+00:00,15,11,13.0,10.0
2025-12-16 00:00:00+00:00,9,9,5.0,5.0
2025-12-17 00:00:00+00:00,10,10,6.0,4.0
2025-12-18 00:00:00+00:00,21,13,9.0,4.0
2025-12-19 00:00:00+00:00,25,17,,
2025-12-20 00:00:00+00:00,16,11,8.0,5.0
