referrer,views_total,views_unique
github.com,78,32
Google,35,8
wangchucheng.com,20,4
chatgpt.com,9,5
search.brave.com,9,1
naeder.by,7,4
link.zhihu.com,5,4
lei.chat,5,1
peterarkadiev.github.io,3,3
discourse.gohugo.io,3,1
