referrer,views_total,views_unique
github.com,39,33
Google,26,20
wangchucheng.com,15,1
link.zhihu.com,14,12
chatgpt.com,6,5
tailawesome.com,3,3
template0.com,3,3
jinjie.li,3,2
DuckDuckGo,2,2
cn.bing.com,2,2
