referrer,views_total,views_unique
github.com,116,13
Google,10,9
tailawesome.com,7,4
wangchucheng.com,6,2
dantezy.xyz,5,1
link.zhihu.com,3,2
DuckDuckGo,1,1
gohugothemes.com,1,1
search.brave.com,1,1
