time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,25,16,46,7
2026-02-26 00:00:00+00:00,18,13,4,4
2026-02-27 00:00:00+00:00,18,14,11,6
2026-02-28 00:00:00+00:00,26,16,10,7
2026-03-01 00:00:00+00:00,32,20,9,7
2026-03-02 00:00:00+00:00,27,18,9,8
2026-03-03 00:00:00+00:00,29,19,6,6
2026-03-04 00:00:00+00:00,17,15,12,9
2026-03-05 00:00:00+00:00,27,15,8,7
2026-03-06 00:00:00+00:00,28,15,10,9
2026-03-07 00:00:00+00:00,24,16,10,9
2026-03-08 00:00:00+00:00,25,15,7,6
2026-03-09 00:00:00+00:00,22,14,5,5
2026-03-10 00:00:00+00:00,17,12,32,5
