time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-01 00:00:00+00:00,19,18,39,11
2026-04-02 00:00:00+00:00,12,12,13,8
2026-04-03 00:00:00+00:00,22,16,15,11
2026-04-04 00:00:00+00:00,27,18,6,5
2026-04-05 00:00:00+00:00,28,21,21,7
2026-04-06 00:00:00+00:00,21,13,10,6
2026-04-07 00:00:00+00:00,15,14,10,6
2026-04-08 00:00:00+00:00,19,14,25,6
2026-04-09 00:00:00+00:00,9,8,8,7
2026-04-10 00:00:00+00:00,32,18,14,10
2026-04-11 00:00:00+00:00,42,18,9,8
2026-04-12 00:00:00+00:00,10,10,8,6
2026-04-13 00:00:00+00:00,43,20,7,5
2026-04-14 00:00:00+00:00,29,13,5,4
