time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,9,8,3,3
2025-11-30 00:00:00+00:00,21,19,3,2
2025-12-01 00:00:00+00:00,63,25,13,7
2025-12-02 00:00:00+00:00,65,35,6,6
2025-12-03 00:00:00+00:00,135,51,12,5
2025-12-04 00:00:00+00:00,20,14,5,5
2025-12-05 00:00:00+00:00,16,16,16,8
2025-12-06 00:00:00+00:00,14,10,4,4
2025-12-07 00:00:00+00:00,17,13,4,4
2025-12-08 00:00:00+00:00,11,11,45,8
2025-12-09 00:00:00+00:00,23,18,8,8
2025-12-10 00:00:00+00:00,21,15,11,10
2025-12-11 00:00:00+00:00,8,8,6,5
2025-12-12 00:00:00+00:00,14,10,4,3
