referrer,views_total,views_unique
github.com,34,22
wangchucheng.com,21,6
tailawesome.com,18,12
Google,16,13
chatgpt.com,13,9
hugo-eureka.netlify.app,7,1
link.zhihu.com,5,5
gohugothemes.com,4,3
naeder.by,2,2
search.brave.com,2,1
