referrer,views_total,views_unique
github.com,36,31
Google,25,20
wangchucheng.com,18,2
link.zhihu.com,17,13
chatgpt.com,6,5
template0.com,3,3
jinjie.li,3,2
cn.bing.com,2,2
DuckDuckGo,2,2
tailawesome.com,2,2
