referrer,views_total,views_unique
github.com,65,25
Google,62,13
wangchucheng.com,13,5
tailawesome.com,12,7
davidbosman.fr,8,1
template0.com,7,2
link.zhihu.com,6,4
chatgpt.com,3,3
naeder.by,3,3
cn.bing.com,1,1
