referrer,views_total,views_unique
github.com,43,22
wangchucheng.com,18,2
link.zhihu.com,13,8
tailawesome.com,12,11
Google,10,8
chatgpt.com,10,7
naeder.by,3,2
imnerd.org,2,2
search.brave.com,1,1
md-5.net,1,1
