referrer,views_total,views_unique
github.com,39,22
Google,15,11
link.zhihu.com,8,6
tailawesome.com,6,6
chatgpt.com,6,5
DuckDuckGo,4,2
naeder.by,3,2
blog.emulator.wtf,3,1
yigf.tw,3,1
wangchucheng.com,2,2
