time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-05 00:00:00+00:00,7,7,9,7
2025-07-06 00:00:00+00:00,47,26,77,5
2025-07-07 00:00:00+00:00,26,19,16,9
2025-07-08 00:00:00+00:00,17,11,13,10
2025-07-09 00:00:00+00:00,15,9,8,5
2025-07-10 00:00:00+00:00,17,9,5,4
2025-07-11 00:00:00+00:00,18,12,51,10
2025-07-12 00:00:00+00:00,20,14,10,9
2025-07-13 00:00:00+00:00,30,20,10,6
2025-07-14 00:00:00+00:00,19,13,9,6
2025-07-15 00:00:00+00:00,20,12,32,11
2025-07-16 00:00:00+00:00,13,7,8,7
2025-07-17 00:00:00+00:00,19,11,19,7
2025-07-18 00:00:00+00:00,21,14,8,6
