referrer,views_total,views_unique
github.com,77,32
Google,36,9
wangchucheng.com,21,5
search.brave.com,9,1
chatgpt.com,8,4
link.zhihu.com,6,5
naeder.by,6,3
lei.chat,5,1
discourse.gohugo.io,3,1
gohugothemes.com,2,2
