referrer,views_total,views_unique
github.com,80,30
Google,14,11
tailawesome.com,6,2
claude.ai,5,1
gohugothemes.com,3,2
wangchucheng.com,3,2
dantezy.xyz,3,1
htmlrev.com,2,2
lei.chat,2,2
link.zhihu.com,2,2
