referrer,views_total,views_unique
github.com,69,28
Google,67,18
wangchucheng.com,12,4
tailawesome.com,10,5
template0.com,7,3
chatgpt.com,6,5
naeder.by,3,3
link.zhihu.com,3,2
gaoziqi.org,2,2
statichunt.com,2,1
