time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-14 00:00:00+00:00,15,8,6.0,5.0
2025-12-15 00:00:00+00:00,15,11,13.0,10.0
2025-12-16 00:00:00+00:00,9,9,5.0,5.0
2025-12-17 00:00:00+00:00,10,10,6.0,4.0
2025-12-18 00:00:00+00:00,21,13,9.0,4.0
2025-12-19 00:00:00+00:00,25,17,,
2025-12-20 00:00:00+00:00,16,11,8.0,5.0
2025-12-21 00:00:00+00:00,19,13,7.0,6.0
2025-12-22 00:00:00+00:00,15,9,9.0,9.0
2025-12-23 00:00:00+00:00,16,11,456.0,412.0
2025-12-24 00:00:00+00:00,18,13,642.0,637.0
2025-12-25 00:00:00+00:00,13,11,32.0,7.0
2025-12-26 00:00:00+00:00,55,34,13.0,10.0
2025-12-27 00:00:00+00:00,17,9,5.0,4.0
