time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,5,5,10,8
2025-07-01 00:00:00+00:00,14,8,11,8
2025-07-02 00:00:00+00:00,20,12,7,7
2025-07-03 00:00:00+00:00,20,13,26,17
2025-07-04 00:00:00+00:00,24,16,17,10
2025-07-05 00:00:00+00:00,19,13,9,7
2025-07-06 00:00:00+00:00,47,26,77,5
2025-07-07 00:00:00+00:00,26,19,16,9
2025-07-08 00:00:00+00:00,17,11,13,10
2025-07-09 00:00:00+00:00,15,9,8,5
2025-07-10 00:00:00+00:00,17,9,5,4
2025-07-11 00:00:00+00:00,18,12,51,10
2025-07-12 00:00:00+00:00,20,14,10,9
2025-07-13 00:00:00+00:00,30,20,10,6
