referrer,views_total,views_unique
github.com,31,13
naeder.by,18,1
Google,11,9
tailawesome.com,7,2
link.zhihu.com,4,3
htmlrev.com,2,2
bobbyshukrallah.github.io,1,1
claude.ai,1,1
shmh40.github.io,1,1
template0.com,1,1
