time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-30 00:00:00+00:00,10,9,10,10
2025-10-31 00:00:00+00:00,13,13,6,6
2025-11-01 00:00:00+00:00,15,13,14,8
2025-11-02 00:00:00+00:00,28,16,6,5
2025-11-03 00:00:00+00:00,28,12,9,8
2025-11-04 00:00:00+00:00,16,10,20,17
2025-11-05 00:00:00+00:00,21,14,6,6
2025-11-06 00:00:00+00:00,15,12,7,5
2025-11-07 00:00:00+00:00,18,12,5,4
2025-11-08 00:00:00+00:00,7,7,9,6
2025-11-09 00:00:00+00:00,12,11,3,3
2025-11-10 00:00:00+00:00,12,11,3,3
2025-11-11 00:00:00+00:00,14,9,7,7
2025-11-12 00:00:00+00:00,17,11,7,7
