time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-25 00:00:00+00:00,42,24,6,5
2026-05-26 00:00:00+00:00,33,19,34,6
2026-05-27 00:00:00+00:00,30,23,42,3
2026-05-28 00:00:00+00:00,61,40,2,2
2026-05-29 00:00:00+00:00,32,17,3,3
2026-05-30 00:00:00+00:00,25,14,5,5
2026-05-31 00:00:00+00:00,21,13,8,7
2026-06-01 00:00:00+00:00,18,12,23,6
2026-06-02 00:00:00+00:00,34,19,2,2
2026-06-03 00:00:00+00:00,13,12,0,0
2026-06-04 00:00:00+00:00,27,16,9,9
2026-06-05 00:00:00+00:00,28,13,5,3
2026-06-06 00:00:00+00:00,29,18,3,2
2026-06-07 00:00:00+00:00,28,15,1,1
