time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,16,11,23,9
2026-06-16 00:00:00+00:00,57,32,3,3
2026-06-17 00:00:00+00:00,29,15,1,1
2026-06-18 00:00:00+00:00,30,16,5,2
2026-06-19 00:00:00+00:00,39,17,5,2
2026-06-20 00:00:00+00:00,46,15,5,2
2026-06-21 00:00:00+00:00,40,17,5,4
2026-06-22 00:00:00+00:00,49,20,15,4
2026-06-23 00:00:00+00:00,59,23,5,4
2026-06-24 00:00:00+00:00,30,15,137,6
2026-06-25 00:00:00+00:00,31,17,7,5
2026-06-26 00:00:00+00:00,22,18,4,4
2026-06-27 00:00:00+00:00,27,14,4,3
2026-06-28 00:00:00+00:00,21,9,2,2
