referrer,views_total,views_unique
github.com,23,16
lei.chat,10,1
naeder.by,6,6
Google,3,3
template0.com,2,1
imnerd.org,1,1
blog.tms.im,1,1
unpkg.com,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
