referrer,views_total,views_unique
github.com,28,12
Google,19,12
naeder.by,18,1
wangchucheng.com,7,1
her-cat.com,4,3
tailawesome.com,4,3
link.zhihu.com,3,3
amanotk.github.io,2,1
DuckDuckGo,1,1
htmlrev.com,1,1
