time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-20 00:00:00+00:00,16,12,27,8
2026-03-21 00:00:00+00:00,18,13,20,9
2026-03-22 00:00:00+00:00,17,11,20,6
2026-03-23 00:00:00+00:00,12,11,15,9
2026-03-24 00:00:00+00:00,23,14,16,8
2026-03-25 00:00:00+00:00,12,11,11,8
2026-03-26 00:00:00+00:00,23,14,9,6
2026-03-27 00:00:00+00:00,27,17,10,9
2026-03-28 00:00:00+00:00,26,17,37,13
2026-03-29 00:00:00+00:00,22,16,10,9
2026-03-30 00:00:00+00:00,28,25,15,12
2026-03-31 00:00:00+00:00,34,25,13,7
2026-04-01 00:00:00+00:00,19,18,39,11
2026-04-02 00:00:00+00:00,12,12,13,8
