time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-11 00:00:00+00:00,9,8,30,8
2025-05-12 00:00:00+00:00,11,8,26,9
2025-05-13 00:00:00+00:00,9,9,10,8
2025-05-14 00:00:00+00:00,11,8,34,7
2025-05-15 00:00:00+00:00,15,12,13,6
2025-05-16 00:00:00+00:00,18,13,11,7
2025-05-17 00:00:00+00:00,16,14,18,5
2025-05-18 00:00:00+00:00,13,13,21,6
2025-05-19 00:00:00+00:00,8,8,16,5
2025-05-20 00:00:00+00:00,17,11,16,8
2025-05-21 00:00:00+00:00,11,11,32,12
2025-05-22 00:00:00+00:00,17,13,11,6
2025-05-23 00:00:00+00:00,20,12,250,246
2025-05-24 00:00:00+00:00,16,8,546,545
