referrer,views_total,views_unique
github.com,31,17
tailawesome.com,23,2
Google,8,7
link.zhihu.com,4,2
Bing,3,2
funbeta.me,2,1
discourse.gohugo.io,1,1
imnerd.org,1,1
naeder.by,1,1
template0.com,1,1
