referrer,views_total,views_unique
github.com,45,26
Google,23,8
wangchucheng.com,16,5
link.zhihu.com,14,10
search.brave.com,9,1
chatgpt.com,5,3
naeder.by,4,3
discourse.gohugo.io,3,1
gohugothemes.com,2,2
uzz5.com,2,2
