referrer,views_total,views_unique
github.com,74,24
Google,21,10
claude.ai,7,1
Bing,4,2
gohugothemes.com,3,3
boazsobrado.com,2,1
kagi.com,2,1
xuanzhichen.github.io,2,1
htmlrev.com,1,1
link.zhihu.com,1,1
