referrer,views_total,views_unique
github.com,66,25
Google,63,14
wangchucheng.com,13,5
tailawesome.com,12,7
davidbosman.fr,8,1
template0.com,7,2
link.zhihu.com,5,3
naeder.by,3,3
chatgpt.com,3,3
statichunt.com,2,1
