referrer,views_total,views_unique
github.com,94,24
lei.chat,10,1
naeder.by,7,7
Google,3,3
DuckDuckGo,2,2
template0.com,2,1
chatgpt.com,1,1
imnerd.org,1,1
cmainas.gitlab.io,1,1
link.zhihu.com,1,1
