referrer,views_total,views_unique
github.com,76,26
Google,7,7
claude.ai,7,1
gohugothemes.com,4,3
link.zhihu.com,2,2
boazsobrado.com,2,1
kagi.com,2,1
wangchucheng.com,2,1
htmlrev.com,1,1
tailawesome.com,1,1
