referrer,views_total,views_unique
github.com,79,27
Google,22,9
claude.ai,7,1
Bing,4,2
gohugothemes.com,2,2
htmlrev.com,2,2
link.zhihu.com,2,2
tailawesome.com,2,2
boazsobrado.com,2,1
kagi.com,2,1
