referrer,views_total,views_unique
github.com,73,32
Google,62,16
wangchucheng.com,11,3
template0.com,7,3
tailawesome.com,7,2
chatgpt.com,6,5
link.zhihu.com,3,2
gaoziqi.org,2,2
naeder.by,2,2
statichunt.com,2,1
