time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-09 00:00:00+00:00,24,21,15,8
2026-02-10 00:00:00+00:00,18,16,39,10
2026-02-11 00:00:00+00:00,15,13,2,2
2026-02-12 00:00:00+00:00,17,12,5,5
2026-02-13 00:00:00+00:00,19,13,8,6
2026-02-14 00:00:00+00:00,13,11,5,4
2026-02-15 00:00:00+00:00,17,13,9,8
2026-02-16 00:00:00+00:00,24,16,7,5
2026-02-17 00:00:00+00:00,21,16,20,6
2026-02-18 00:00:00+00:00,20,15,32,8
2026-02-19 00:00:00+00:00,20,15,35,9
2026-02-20 00:00:00+00:00,20,15,20,9
2026-02-21 00:00:00+00:00,20,15,23,8
2026-02-22 00:00:00+00:00,28,17,15,4
