time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-14 00:00:00+00:00,,,5,5
2025-08-15 00:00:00+00:00,20.0,11.0,6,6
2025-08-16 00:00:00+00:00,9.0,9.0,7,6
2025-08-17 00:00:00+00:00,17.0,11.0,5,1
2025-08-18 00:00:00+00:00,25.0,17.0,17,8
2025-08-19 00:00:00+00:00,23.0,17.0,4,3
2025-08-20 00:00:00+00:00,19.0,13.0,1,1
2025-08-21 00:00:00+00:00,24.0,11.0,5,4
2025-08-22 00:00:00+00:00,18.0,12.0,3,3
2025-08-23 00:00:00+00:00,9.0,9.0,269,270
2025-08-24 00:00:00+00:00,19.0,11.0,540,546
2025-08-25 00:00:00+00:00,17.0,11.0,2,2
2025-08-26 00:00:00+00:00,13.0,7.0,3,3
2025-08-27 00:00:00+00:00,15.0,9.0,2,2
