referrer,views_total,views_unique
github.com,60,28
Google,15,12
tailawesome.com,8,3
wangchucheng.com,3,2
dantezy.xyz,3,1
htmlrev.com,2,2
lei.chat,2,2
gohugothemes.com,2,1
imnerd.org,2,1
Bing,1,1
